id	source	pmid	pmcid	doi	title	authorString	journalTitle	issue	journalVolume	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pageInfo
484394	MED	484394	NA	NA	[Studies on strabismus. Report I. Standing proprioceptive impulse from the master eye as the cause of exo-deviation of the slave eye (author's transl)].	Mitsui Y, Hirai K, Akazawa K, Masuda K.	Nippon Ganka Gakkai Zasshi	6	83	1979	0029-0203	journal article; english abstract	N	N	N	N	N	N	0	N	Y	N	N	N	2008-01-29	1979-06-01	559-566
18963547	MED	18963547	NA	10.1016/0039-9140(84)80028-4	A programmable positioning stepper-motor controller with a multibus/IEEE 796 compatible interface.	Papoff P, Ricci D.	Talanta	2	31	1984	0039-9140; 1873-3573; 	journal article	N	N	N	N	N	N	0	N	Y	N	N	N	2009-12-25	1984-02-01	117-121
PMC2548352	PMC	NA	PMC2548352	NA	New products.	NA	J Autom Methods Manag Chem	3	23	2001	1463-9246; 1464-5068; 	research-article; journal article	Y	Y	Y	Y	N	N	0	N	N	N	N	N	2010-02-22	2001-01-01	93-96
19823614	MED	19823614	PMC2755138	10.4103/0019-5545.44751	Charisma: The phenomenon and its psychology: A mental health perspective.	Bhide AV.	Indian J Psychiatry	4	50	2008	0019-5545; 1998-3794; 	other; journal article	Y	Y	Y	N	N	N	0	Y	Y	N	Y	N	2009-12-25	2008-10-01	274-281
25874241	MED	25874241	PMC4385699	10.1155/2015/272536	Integrating reconfigurable hardware-based grid for high performance computing.	Dondo Gazzano J, Sanchez Molina F, Rincon F, López JC.	ScientificWorldJournal	NA	2015	2015	2356-6140; 1537-744x; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2015-04-16	2015-03-22	272536
20604925	MED	20604925	PMC2915961	10.1186/1747-1028-5-17	A software solution for recording circadian oscillator features in time-lapse live cell microscopy.	Sage D, Unser M, Salmon P, Dibner C.	Cell Div	NA	5	2010	1747-1028	research-article; journal article	Y	Y	Y	Y	N	Y	16	Y	Y	N	Y	N	2010-08-10	2010-07-06	17
19036829	MED	19036829	PMC3834001	10.1152/ajpregu.90392.2008	Period gene expression in the diurnal degu (Octodon degus) differs from the nocturnal laboratory rat (Rattus norvegicus).	Vosko AM, Hagenauer MH, Hummer DL, Lee TM.	Am J Physiol Regul Integr Comp Physiol	2	296	2009	0363-6119; 1522-1490; 	comparative study; research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	Y	N	N	N	22	Y	Y	Y	Y	Y	2009-03-13	2008-11-26	R353-61
23202183	MED	23202183	PMC3522936	10.3390/s121114692	Variable scheduling to mitigate channel losses in energy-efficient body area networks.	Tselishchev Y, Boulis A, Libman L.	Sensors (Basel)	11	12	2012	1424-8220	research-article; journal article	Y	Y	Y	Y	N	N	0	Y	Y	N	N	N	2012-12-04	2012-11-02	14692-14710
25786164	MED	25786164	PMC6272552	10.3390/molecules20034780	QM/MM calculations with deMon2k.	Salahub DR, Noskov SY, Lev B, Zhang R, Ngo V, Goursot A, Calaminici P, Köster AM, Alvarez-Ibarra A, Mejía-Rodríguez D, Řezáč J, Cailliez F, de la Lande A.	Molecules	3	20	2015	1420-3049	research support, non-u.s. gov't; review-article; review; journal article	Y	Y	N	Y	N	N	4	Y	Y	N	Y	Y	2015-03-20	2015-03-16	4780-4812
15077202	MED	15077202	PMC1181978	10.1086/383236	Where west meets east: the complex mtDNA landscape of the southwest and Central Asian corridor.	Quintana-Murci L, Chaix R, Wells RS, Behar DM, Sayar H, Scozzari R, Rengo C, Al-Zahery N, Semino O, Santachiara-Benerecetti AS, Coppa A, Ayub Q, Mohyuddin A, Tyler-Smith C, Qasim Mehdi S, Torroni A, McElreavey K.	Am J Hum Genet	5	74	2004	0002-9297; 1537-6605; 	research support, non-u.s. gov't; research-article; journal article	N	Y	N	Y	N	N	211	Y	Y	N	Y	N	2009-12-24	2004-04-07	827-845
23516349	MED	23516349	PMC3597532	10.1371/journal.pcbi.1002966	Revealing a two-loop transcriptional feedback mechanism in the cyanobacterial circadian clock.	Hertel S, Brettschneider C, Axmann IM.	PLoS Comput Biol	3	9	2013	1553-734x; 1553-7358; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	Y	8	Y	Y	N	Y	N	2013-03-22	2013-03-14	e1002966
16022131	MED	16022131	PMC2475485	NA	If I can see so far. Annual oration: Royal Victoria Hospital Belfast, October 2004.	Hood JM.	Ulster Med J	1	74	2005	0041-6193; 2046-4207; 	addresses; historical article; research-article; portraits	Y	Y	Y	Y	N	N	1	N	N	N	N	N	2008-12-23	2005-05-01	33-42
US4721168	PAT	NA	NA	NA	Agricultural implement with raisable lift frame rotatable about vertical axis	KINZENBAW JON E.	NA	NA	NA	1988	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2005-11-28	1985-09-23	NA
26978370	MED	26978370	PMC4813935	10.3390/s16030360	Design Methodology of a Dual-Halbach Array Linear Actuator with Thermal-Electromagnetic Coupling.	Eckert PR, Flores Filho AF, Perondi E, Ferri J, Goltz E.	Sensors (Basel)	3	16	2016	1424-8220	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2016-03-16	2016-03-11	NA
20160499	MED	20160499	PMC2855772	10.4161/fly.4.1.11277	Sex determination in Drosophila: The view from the top.	Salz HK, Erickson JW.	Fly (Austin)	1	4	2010	1933-6934; 1933-6942; 	research-article; review; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	89	Y	Y	Y	Y	N	2010-10-27	2010-01-21	60-70
US4164200	PAT	NA	NA	NA	Feeding device	GAMBLING KENNETH H.	NA	NA	NA	1979	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-28	1977-09-23	NA
22346611	MED	22346611	PMC3274086	10.3390/s110100917	Data-centric multiobjective QoS-aware routing protocol for body sensor networks.	Razzaque MA, Hong CS, Lee S.	Sensors (Basel)	1	11	2011	1424-8220	research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	N	12	Y	Y	N	N	N	2012-02-21	2011-01-17	917-937
PMC1733176	PMC	NA	PMC1733176	NA	The Problem of Mental Deficiency: Eugenics, Democracy and Social Policy in Britain, c 1870-1959.	Rowe D.	J Med Ethics	1	26	2000	0306-6800; 1473-4257; 	book-review; book review	N	Y	Y	Y	N	N	0	N	Y	N	N	N	2010-02-22	2000-02-01	78-79
21301067	MED	21301067	PMC3214666	10.1088/1478-3975/8/1/015007	AFM stiffness nanotomography of normal, metaplastic and dysplastic human esophageal cells.	Fuhrmann A, Staunton JR, Nandakumar V, Banyai N, Davies PC, Ros R.	Phys Biol	1	8	2011	1478-3967; 1478-3975; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	Y	54	Y	Y	N	Y	N	2011-02-10	2011-02-07	015007
16731564	MED	16731564	PMC1518658	10.1529/biophysj.106.085985	A finite element framework for studying the mechanical response of macromolecules: application to the gating of the mechanosensitive channel MscL.	Tang Y, Cao G, Chen X, Yoo J, Yethiraj A, Cui Q.	Biophys J	4	91	2006	1542-0086; 0006-3495; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	35	Y	Y	N	Y	N	2010-09-17	2006-05-26	1248-1263
17132160	MED	17132160	PMC1693556	10.1186/1471-213x-6-57	Selection for early and late adult emergence alters the rate of pre-adult development in Drosophila melanogaster.	Kumar S, Vaze KM, Kumar D, Sharma VK.	BMC Dev Biol	NA	6	2006	1471-213x	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	13	Y	Y	N	Y	N	2009-12-24	2006-11-28	57
26690448	MED	26690448	PMC4721773	10.3390/s151229853	Control and Guidance of Low-Cost Robots via Gesture Perception for Monitoring Activities in the Home.	Sempere AD, Serna-Leon A, Gil P, Puente S, Torres F.	Sensors (Basel)	12	15	2015	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	Y	N	2015-12-24	2015-12-11	31268-31292
16512892	MED	16512892	PMC1459204	10.1186/1471-2105-7-104	SCOWLP: a web-based database for detailed characterization and visualization of protein interfaces.	Teyra J, Doms A, Schroeder M, Pisabarro MT.	BMC Bioinformatics	NA	7	2006	1471-2105	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	27	Y	Y	N	Y	Y	2009-12-23	2006-03-02	104
23560098	MED	23560098	PMC3616154	10.1371/journal.pone.0060513	Adaptive filtering methods for identifying cross-frequency couplings in human EEG.	Van Zaen J, Murray MM, Meuli RA, Vesin JM.	PLoS One	4	8	2013	1932-6203	research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	Y	Y	Y	Y	N	N	6	Y	Y	N	Y	N	2013-04-06	2013-04-03	e60513
25484947	MED	25484947	PMC4247445	10.1007/s11701-007-0024-z	Anesthesia considerations for robotic-assisted laparoscopic prostatectomy: a review of 1,500 cases.	Danic MJ, Chow M, Alexander G, Bhandari A, Menon M, Brown M.	J Robot Surg	2	1	2007	1863-2483; 1863-2491; 	review-article; review; journal article	Y	Y	N	Y	N	N	33	Y	Y	N	Y	N	2014-12-09	2007-05-30	119-123
23762189	MED	23762189	PMC3665224	10.1155/2013/598196	Mobile personal health system for ambulatory blood pressure monitoring.	Mena LJ, Felix VG, Ostos R, Gonzalez JA, Cervantes A, Ochoa A, Ruiz C, Ramos R, Maestre GE.	Comput Math Methods Med	NA	2013	2013	1748-670x; 1748-6718; 	clinical trial; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	Y	Y	N	N	13	Y	Y	N	Y	N	2013-06-14	2013-05-09	598196
3714837	MED	3714837	NA	10.1016/0031-9384(86)90348-3	Effect of skeleton photoperiod and food availability on the circadian pattern of feeding and drinking in rats.	Strubbe JH, Spiteri NJ, Alingh Prins AJ.	Physiol Behav	4	36	1986	0031-9384; 1873-507x; 	journal article	N	N	N	N	N	N	12	Y	Y	N	N	N	2008-01-29	1986-01-01	647-651
US4576171	PAT	NA	NA	NA	Animal immobilizing apparatus and method	KEY RICHARD.	NA	NA	NA	1986	NA	patent	N	N	N	N	N	N	0	N	N	N	N	N	2005-11-28	1984-02-08	NA
23115576	MED	23115576	PMC3480686	10.2174/1745017901208010110	Women and hysteria in the history of mental health.	Tasca C, Rapetti M, Carta MG, Fadda B.	Clin Pract Epidemiol Ment Health	NA	8	2012	1745-0179	research-article; journal article	Y	Y	Y	Y	N	N	16	Y	Y	N	Y	N	2012-11-03	2012-10-19	110-119
25819402	MED	25819402	PMC4556541	10.1016/j.bandl.2015.03.003	Sound identification in human auditory cortex: Differential contribution of local field potentials and high gamma power as revealed by direct intracranial recordings.	Nourski KV, Steinschneider M, Rhone AE, Oya H, Kawasaki H, Howard MA, McMurray B.	Brain Lang	NA	148	2015	0093-934x; 1090-2155; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	9	Y	Y	N	Y	N	2015-03-31	2015-03-25	37-50
20639983	MED	20639983	PMC2964147	10.1364/oe.18.014969	Monitoring photobleaching and hemodynamic responses to HPPH-mediated photodynamic therapy of head and neck cancer: a case report.	Sunar U, Rohrbach D, Rigual N, Tracy E, Keymel K, Cooper MT, Baumann H, Henderson BH.	Opt Express	14	18	2010	1094-4087	research support, non-u.s. gov't; research-article; journal article; case reports; research support, n.i.h., extramural	N	Y	Y	Y	N	N	29	Y	Y	N	Y	N	2010-10-29	2010-07-01	14969-14978
20592176	MED	20592176	PMC2944421	10.1152/ajpregu.00746.2009	Lateralization of the central circadian pacemaker output: a test of neural control of peripheral oscillator phase.	Mahoney CE, Brewer D, Costello MK, Brewer JM, Bittman EL.	Am J Physiol Regul Integr Comp Physiol	3	299	2010	0363-6119; 1522-1490; 	research-article; journal article; research support, n.i.h., extramural	N	Y	Y	N	N	Y	9	Y	Y	N	N	N	2010-10-07	2010-06-30	R751-61
25999613	MED	25999613	PMC4434789	10.1179/2050854915y.0000000001	Integrity and virtue: The forming of good character.	Mitchell LA.	Linacre Q	2	82	2015	0024-3639; 2050-8549; 	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	Y	N	2015-05-23	2015-05-01	149-169
25484936	MED	25484936	PMC4247453	10.1007/s11701-007-0011-4	Robotic surgery in gynecologic oncology: evolution of a new surgical paradigm.	Boggess JF.	J Robot Surg	1	1	2007	1863-2483; 1863-2491; 	review-article; review; journal article	Y	Y	N	Y	N	N	29	Y	Y	N	N	N	2014-12-09	2007-02-28	31-37
17002843	MED	17002843	PMC1994517	10.1308/003588406x117133	Prostate cancer treatment. The case for radical prostatectomy.	Goldstraw MA.	Ann R Coll Surg Engl	5	88	2006	0035-8843; 1478-7083; 	review; discussion; journal article	N	Y	N	Y	N	N	2	Y	Y	N	N	N	2009-12-23	2006-09-01	439-442
23409050	MED	23409050	PMC3568139	10.1371/journal.pone.0055817	Alterations in the colonic microbiota in response to osmotic diarrhea.	Gorkiewicz G, Thallinger GG, Trajanoski S, Lackner S, Stocker G, Hinterleitner T, Gülly C, Högenauer C.	PLoS One	2	8	2013	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	Y	46	Y	Y	Y	Y	Y	2013-02-15	2013-02-08	e55817
25690831	MED	25690831	PMC4409507	10.1007/s10548-015-0428-4	Behavioral dependence of auditory cortical responses.	Osmanski MS, Wang X.	Brain Topogr	3	28	2015	0896-0267; 1573-6792; 	research-article; review; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	8	Y	Y	N	Y	N	2015-02-19	2015-02-18	365-378
23473326	MED	23473326	PMC3891478	10.1016/j.neuron.2012.12.037	Mechanisms underlying selective neuronal tracking of attended speech at a "cocktail party".	Zion Golumbic EM, Ding N, Bickel S, Lakatos P, Schevon CA, McKhann GM, Goodman RR, Emerson R, Mehta AD, Simon JZ, Poeppel D, Schroeder CE.	Neuron	5	77	2013	0896-6273; 1097-4199; 	research-article; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	Y	253	Y	Y	N	Y	N	2013-03-12	2013-03-01	980-991
15951747	MED	15951747	PMC2735866	10.1038/nrg1633	Circadian rhythms from multiple oscillators: lessons from diverse organisms.	Bell-Pedersen D, Cassone VM, Earnest DJ, Golden SS, Hardin PE, Thomas TL, Zoran MJ.	Nat Rev Genet	7	6	2005	1471-0056; 1471-0064; 	research support, u.s. gov't, p.h.s.; research-article; review; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	622	Y	Y	N	Y	N	2009-12-23	2005-07-01	544-556
US4077651	PAT	NA	NA	NA	Hydraulic steering for plow	STEINBACH JAMES GERALD, REHN GARY ALLEN, JACKSON WILLIAM WAYNE.	NA	NA	NA	1978	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2005-11-28	1976-10-01	NA
20981327	MED	20981327	PMC2958631	10.1155/2011/929083	Advent of a Link between Ayurveda and Modern Health Science: The Proceedings of the First International Congress on Ayurveda, "Ayurveda: The Meaning of Life-Awareness, Environment, and Health" March 21-22, 2009, Milan, Italy.	Morandi A, Tosto C, Sartori G, Roberti di Sarsina P.	Evid Based Complement Alternat Med	NA	2011	2011	1741-427x; 1741-4288; 	review-article; journal article	Y	Y	Y	Y	N	N	3	Y	Y	N	Y	N	2010-11-04	2010-10-17	929083
2186372	MED	2186372	PMC330667	10.1093/nar/18.8.1951	A 3.5 genome equivalent multi access YAC library: construction, characterisation, screening and storage.	Anand R, Riley JH, Butler R, Smith JC, Markham AF.	Nucleic Acids Res	8	18	1990	1362-4962; 0305-1048; 	research-article; journal article	N	Y	N	Y	N	N	146	Y	Y	N	Y	N	2009-12-24	1990-04-01	1951-1956
23326394	MED	23326394	PMC3542397	10.1371/journal.pone.0053180	Psychoacoustic tinnitus loudness and tinnitus-related distress show different associations with oscillatory brain activity.	Balkenhol T, Wallhäusser-Franke E, Delb W.	PLoS One	1	8	2013	1932-6203	research-article; journal article	Y	Y	Y	Y	N	N	9	Y	Y	N	N	N	2013-01-18	2013-01-10	e53180
15817305	MED	15817305	PMC1364538	10.1016/s0076-6879(05)93022-x	The suprachiasmatic nucleus is a functionally heterogeneous timekeeping organ.	Silver R, Schwartz WJ.	Methods Enzymol	NA	393	2005	0076-6879; 1557-7988; 	research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	40	Y	Y	N	N	N	2009-12-23	2005-01-01	451-465
23316037	MED	23316037	PMC3592012	10.1128/jb.02067-12	Genome-wide and heterocyst-specific circadian gene expression in the filamentous Cyanobacterium Anabaena sp. strain PCC 7120.	Kushige H, Kugenuma H, Matsuoka M, Ehira S, Ohmori M, Iwasaki H.	J Bacteriol	6	195	2013	0021-9193; 1098-5530; 	research support, non-u.s. gov't; research-article; journal article	N	Y	Y	Y	N	Y	7	Y	Y	N	Y	N	2013-01-18	2013-01-11	1276-1284
26797616	MED	26797616	PMC4732141	10.3390/s16010108	Building SDN-Based Agricultural Vehicular Sensor Networks Based on Extended Open vSwitch.	Huang T, Yan S, Yang F, Pan T, Liu J.	Sensors (Basel)	1	16	2016	1424-8220	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	N	N	2016-01-23	2016-01-19	NA
31186908	MED	31186908	PMC6453052	10.1177/2055668316668147	Haptics to improve task performance in people with disabilities: A review of previous studies and a guide to future research with children with disabilities.	Jafari N, Adams KD, Tavakoli M.	J Rehabil Assist Technol Eng	NA	3	2016	2055-6683	review-article; review; journal article	Y	Y	N	Y	N	N	1	Y	Y	N	N	N	2019-06-13	2016-01-01	2055668316668147
16060353	MED	16060353	PMC1769323	10.1115/1.1894388	Evaluation of a particle swarm algorithm for biomechanical optimization.	Schutte JF, Koh BI, Reinbolt JA, Haftka RT, George AD, Fregly BJ.	J Biomech Eng	3	127	2005	0148-0731; 1528-8951; 	comparative study; research support, u.s. gov't, p.h.s.; research support, non-u.s. gov't; research-article; evaluation studies; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	N	9	Y	Y	N	N	N	2010-09-21	2005-06-01	465-474
32027588	MED	32027588	PMC7065463	10.5152/tud.2019.121119	Selected Abstracts from the 28th National Urology Congress.	NA	Turk J Urol	supp. 2	45	2019	2149-3235; 2149-3057; 	meeting-report; journal article	N	Y	N	Y	N	N	0	N	Y	N	N	N	2020-02-09	2019-12-01	S194-S242
23000701	MED	23000701	PMC3690530	10.1016/j.jsb.2012.09.006	RELION: implementation of a Bayesian approach to cryo-EM structure determination.	Scheres SH.	J Struct Biol	3	180	2012	1047-8477; 1095-8657; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	Y	N	N	N	1564	Y	Y	Y	Y	Y	2012-09-25	2012-09-19	519-530
19176476	MED	19176476	PMC2689775	10.1074/mcp.m800422-mcp200	Identification of proteomic differences between squamous cell carcinoma of the lung and bronchial epithelium.	Poschmann G, Sitek B, Sipos B, Ulrich A, Wiese S, Stephan C, Warscheid B, Klöppel G, Vander Borght A, Ramaekers FC, Meyer HE, Stühler K.	Mol Cell Proteomics	5	8	2009	1535-9476; 1535-9484; 	research support, non-u.s. gov't; research-article; journal article	N	Y	Y	Y	N	Y	36	Y	Y	N	Y	N	2010-09-23	2009-01-27	1105-1116
20467145	MED	20467145	PMC4761444	10.1253/circj.cj-10-0321	Current state of surgical myocardial revascularization.	Sellke FW, Chu LM, Cohn WE.	Circ J	6	74	2010	1346-9843; 1347-4820; 	research-article; review; journal article	N	Y	N	Y	N	N	15	Y	Y	N	N	N	2010-09-08	2010-05-08	1031-1037
28125595	MED	28125595	PMC5305265	10.1371/journal.pcbi.1005273	The language of geometry: Fast comprehension of geometrical primitives and rules in human adults and preschoolers.	Amalric M, Wang L, Pica P, Figueira S, Sigman M, Dehaene S.	PLoS Comput Biol	1	13	2017	1553-734x; 1553-7358; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	8	Y	Y	N	Y	N	2017-01-27	2017-01-26	e1005273
16480518	MED	16480518	PMC1402333	10.1186/1740-3391-4-2	Neurotransmitters of the suprachiasmatic nuclei.	Reghunandanan V, Reghunandanan R.	J Circadian Rhythms	NA	4	2006	1740-3391	review-article; journal article	Y	Y	N	Y	N	N	27	Y	Y	N	N	N	2009-12-23	2006-02-16	2
29213381	MED	29213381	PMC5619562	10.1590/s1980-57642008dn10200006	Working memory: Differences between young adults and the aged in listening tasks.	Freitas MID, Ribeiro AF, Radanovic M, Mansur LL.	Dement Neuropsychol	2	1	2007	1980-5764	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2017-12-08	2007-04-01	147-153
24939987	MED	24939987	PMC4092873	10.7554/elife.02780	PDF neuron firing phase-shifts key circadian activity neurons in Drosophila.	Guo F, Cerullo I, Chen X, Rosbash M.	Elife	NA	3	2014	2050-084x	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	Y	Y	N	N	36	Y	Y	Y	Y	N	2014-06-19	2014-06-17	NA
21048867	MED	21048867	PMC2962910	10.4061/2010/576872	Economic Analysis of the Production of Amylases and Other Hydrolases by Aspergillus awamori in Solid-State Fermentation of Babassu Cake.	de Castro AM, Carvalho DF, Freire DM, Dos Reis Castilho L.	Enzyme Res	NA	2010	2010	2090-0406; 2090-0414; 	research-article; journal article	Y	Y	Y	Y	N	N	2	Y	Y	N	Y	N	2010-11-11	2010-05-23	576872
20451873	MED	20451873	PMC2927123	10.1016/j.jalz.2010.03.001	The informatics core of the Alzheimer's Disease Neuroimaging Initiative.	Toga AW, Crawford KL, Alzheimer's Disease Neuroimaging Initiative.	Alzheimers Dement	3	6	2010	1552-5260; 1552-5279; 	research-article; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	N	17	Y	Y	N	N	N	2010-10-27	2010-05-01	247-256
27873954	MED	27873954	PMC3790985	10.3390/s8127715	Assessment of Polarimetric SAR Interferometry for Improving Ship Classification based on Simulated Data.	Margarit G, Mallorqui JJ.	Sensors (Basel)	12	8	2008	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2016-11-24	2008-12-02	7715-7735
25535918	MED	25535918	PMC4275658	10.1016/j.devcel.2014.11.021	Sex- and tissue-specific functions of Drosophila doublesex transcription factor target genes.	Clough E, Jimenez E, Kim YA, Whitworth C, Neville MC, Hempel LU, Pavlou HJ, Chen ZX, Sturgill D, Dale RK, Smith HE, Przytycka TM, Goodwin SF, Van Doren M, Oliver B.	Dev Cell	6	31	2014	1534-5807; 1878-1551; 	research support, n.i.h., intramural; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	41	Y	Y	Y	Y	Y	2015-01-01	2014-12-01	761-773
US3653595	PAT	NA	NA	NA	AUTOMATIC TURF WATERING SYSTEMS	GREENGARD JULIUS EDWARD JR, SCANNELL THOMAS J.	NA	NA	NA	1972	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2005-11-28	1970-12-07	NA
20377257	MED	20377257	PMC2896031	10.1021/ic100534y	Controlled protein dimerization through hybrid coordination motifs.	Radford RJ, Nguyen PC, Ditri TB, Figueroa JS, Tezcan FA.	Inorg Chem	9	49	2010	0020-1669; 1520-510x; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	Y	14	Y	Y	Y	N	Y	2010-07-20	2010-05-01	4362-4369
US4098346	PAT	NA	NA	NA	Steering for plow with adjustable plow bottoms	STANFILL RALPH EVERETTE, STEINBACH JAMES GERALD, REHN GARY ALLEN, OELSCHLAEGER GEORGE FREDERICK, JACKSON WILLIAM WAYNE.	NA	NA	NA	1978	NA	patent	N	N	N	N	N	N	0	N	Y	N	N	N	2005-11-28	1976-10-01	NA
22917516	MED	22917516	PMC3427731	10.1016/j.cub.2012.07.025	Complexity in the wiring and regulation of plant circadian networks.	Nagel DH, Kay SA.	Curr Biol	16	22	2012	0960-9822; 1879-0445; 	research-article; review; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural	N	Y	Y	Y	N	N	119	Y	Y	N	Y	N	2012-08-25	2012-08-01	R648-57
20640017	MED	20640017	PMC2875968	10.3402/qhw.v5i2.5125	Dilemmas in the process of weight reduction: Exploring how women experience training as a means of losing weight.	Groven KS, Engelsrud G.	Int J Qual Stud Health Well-being	NA	5	2010	1748-2623; 1748-2631; 	research-article; journal article	Y	Y	Y	Y	N	N	5	Y	Y	N	N	N	2010-07-28	2010-04-22	NA
21621073	MED	21621073	PMC4545213	10.1016/b978-0-12-385940-2.00009-7	Circadian rhythms, the molecular clock, and skeletal muscle.	Lefta M, Wolff G, Esser KA.	Curr Top Dev Biol	NA	96	2011	0070-2153; 1557-8933; 	research-article; review; journal article	N	Y	N	Y	N	N	26	Y	Y	N	Y	N	2011-05-31	2011-01-01	231-271
26094626	MED	26094626	PMC4507667	10.3390/s150614370	Managing Emergency Situations in the Smart City: The Smart Signal.	Asensio Á, Blanco T, Blasco R, Marco Á, Casas R.	Sensors (Basel)	6	15	2015	1424-8220	research-article; journal article	Y	Y	N	Y	N	N	2	Y	Y	N	Y	N	2015-06-23	2015-06-18	14370-14396
22359497	MED	22359497	PMC3280954	10.1371/journal.pcbi.1002394	The role of conserved waters in conformational transitions of Q61H K-ras.	Prakash P, Sayyed-Ahmad A, Gorfe AA.	PLoS Comput Biol	2	8	2012	1553-734x; 1553-7358; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	Y	Y	N	Y	26	Y	Y	N	Y	Y	2012-02-24	2012-02-16	e1002394
